reach,grip_close,idle,drop,away,grasp_hold,success_bonus,partial_credit,align_shape,dense_align,builtin,n_drops,n_grasped_steps,_align,_rise,_certified,_steps,_total,_disc,outcome
0.0,0.0,-10.400000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.519987183307144,0,8,0.9458081674546801,0.15667818753793927,1,26,197.11998718330713,162.73703485024456,CERTIFIED
0.0,0.0,-10.000000000000004,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.503829810078734,0,8,0.8810745220920311,0.26039359596785394,1,25,200.50382981007874,167.12895202575166,CERTIFIED
0.0,0.0,-10.000000000000004,-5.0,0.0,0.0,150.0,0.0,0.0,0.0,81.95311114701308,1,12,0.18260587228801528,0.16107500967074284,1,25,216.95311114701306,186.04396255854803,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,56.782818104613156,0,8,0.1665322617283307,0.0880072214134846,1,28,195.58281810461315,158.73504821229565,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,57.46222470448821,0,8,0.25223367913153283,0.15196984956010795,1,24,197.8622247044882,166.07585066089948,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.53373614675532,0,8,0.8260745367529593,0.12471921369250094,1,23,201.3337361467553,170.61178435707865,CERTIFIED
0.0,0.0,-11.600000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.22214290992579,0,8,0.4762028410240513,0.10692924760283085,1,29,196.6221429099258,158.37421428319885,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.43705383919253,0,8,0.3767272421569342,0.13762278546643614,1,28,197.23705383919253,160.22716603926966,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,61.12480472541236,0,8,0.7435472094928883,0.23990210596367656,1,23,201.92480472541234,171.1688915266943,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,55.454799254850066,0,8,0.12381971190342322,0.13810686258922977,1,24,195.85479925485006,164.2585291305562,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,61.384485128574354,0,8,0.7545702192355571,0.14635739254197044,1,23,202.18448512857435,171.46197389883298,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,61.894696031468555,0,8,0.03240903036125675,0.18479399252308537,1,24,202.29469603146856,170.16873082986763,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.62129480367164,0,8,0.2341011865352035,0.19840976116187303,1,24,199.02129480367162,167.11025532891324,CERTIFIED
0.0,0.0,-9.600000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.074191108910426,0,8,0.8408370956003794,0.1932118992426899,1,24,199.47419110891042,167.52774253889123,CERTIFIED
0.0,0.0,-9.200000000000003,0.0,0.0,0.0,150.0,0.0,0.0,0.0,60.02296849359426,0,8,0.6767468672607511,0.2170259022733264,1,23,200.82296849359426,170.11808575331034,CERTIFIED
0.0,0.0,-11.200000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.77540084971311,0,8,0.28319729599608834,0.1297701614892185,1,28,197.5754008497131,160.52915003504688,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,58.65806054803246,0,8,0.2727874121489061,0.1459975256395064,1,30,196.65806054803247,157.16192266198496,CERTIFIED
0.0,0.0,-12.000000000000005,0.0,0.0,0.0,150.0,0.0,0.0,0.0,59.39069980665042,0,8,0.5608973430792712,0.27766115778915024,1,30,197.39069980665042,157.72165850380185,CERTIFIED
